7,4,32,#000000,#000000
8,4,32,#000000,#000000
9,4,32,#000000,#000000
10,4,186,#FFFFFF,#333333
11,4,32,#000000,#000000
12,4,32,#000000,#000000
13,4,32,#000000,#000000
14,4,32,#000000,#000000
15,4,32,#000000,#000000
16,4,32,#000000,#000000
17,4,32,#000000,#000000
18,4,32,#000000,#000000
19,4,32,#000000,#000000
20,4,186,#FFFFFF,#333333
0,5,186,#FFFFFF,#333333
1,5,32,#000000,#000000
2,5,32,#000000,#000000
3,5,32,#000000,#000000
4,5,32,#000000,#000000
5,5,32,#000000,#000000
6,5,32,#000000,#000000
7,5,32,#000000,#000000
8,5,32,#000000,#000000
9,5,32,#000000,#000000
10,5,186,#FFFFFF,#333333
11,5,32,#000000,#000000
12,5,32,#000000,#000000
13,5,32,#000000,#000000
14,5,32,#000000,#000000
15,5,32,#000000,#000000
16,5,32,#000000,#000000
17,5,32,#000000,#000000
18,5,32,#000000,#000000
19,5,32,#000000,#000000
20,5,186,#FFFFFF,#333333
0,6,186,#FFFFFF,#333333
1,6,32,#000000,#000000
2,6,32,#000000,#000000
3,6,32,#000000,#000000
4,6,32,#000000,#000000
5,6,32,#000000,#000000
6,6,32,#000000,#000000
7,6,32,#000000,#000000
8,6,32,#000000,#000000
9,6,32,#000000,#000000
10,6,186,#FFFFFF,#333333
11,6,32,#000000,#000000
12,6,32,#000000,#000000
13,6,32,#000000,#000000
14,6,32,#000000,#000000
15,6,32,#000000,#000000
16,6,32,#000000,#000000
17,6,32,#000000,#000000
18,6,32,#000000,#000000
19,6,32,#000000,#000000
20,6,186,#FFFFFF,#333333
0,7,186,#FFFFFF,#333333
1,7,32,#000000,#000000
2,7,32,#000000,#000000
3,7,32,#000000,#000000
4,7,32,#000000,#000000
5,7,32,#000000,#000000
6,7,32,#000000,#000000
7,7,32,#000000,#000000
8,7,32,#000000,#000000
9,7,32,#000000,#000000
10,7,186,#FFFFFF,#333333
11,7,32,#000000,#000000
12,7,32,#000000,#000000
13,7,32,#000000,#000000
14,7,32,#000000,#000000
15,7,32,#000000,#000000
16,7,32,#000000,#000000
17,7,32,#000000,#000000
18,7,32,#000000,#000000
19,7,32,#000000,#000000
20,7,186,#FFFFFF,#333333
0,8,186,#FFFFFF,#333333
1,8,32,#000000,#000000
2,8,32,#000000,#000000
3,8,32,#000000,#000000
4,8,32,#000000,#000000
5,8,32,#000000,#000000
6,8,32,#000000,#000000
7,8,32,#000000,#000000
8,8,32,#000000,#000000
9,8,32,#000000,#000000
10,8,186,#FFFFFF,#333333
11,8,32,#000000,#000000
12,8,32,#000000,#000000
13,8,32,#000000,#000000
14,8,32,#000000,#000000
15,8,32,#000000,#000000
16,8,32,#000000,#000000
17,8,32,#000000,#000000
18,8,32,#000000,#000000
19,8,32,#000000,#000000
20,8,186,#FFFFFF,#333333
0,9,186,#FFFFFF,#333333
1,9,32,#000000,#000000
2,9,32,#000000,#000000
3,9,32,#000000,#000000
4,9,32,#000000,#000000
5,9,32,#000000,#000000
6,9,32,#000000,#000000
7,9,32,#000000,#000000
8,9,32,#000000,#000000
9,9,32,#000000,#000000
10,9,186,#FFFFFF,#333333
11,9,32,#000000,#000000
12,9,32,#000000,#000000
13,9,32,#000000,#000000
14,9,32,#000000,#000000
15,9,32,#000000,#000000
16,9,32,#000000,#000000
17,9,32,#000000,#000000
18,9,32,#000000,#000000
19,9,32,#000000,#000000
20,9,186,#FFFFFF,#333333
0,10,204,#FFFFFF,#333333
1,10,205,#FFFFFF,#333333
2,10,205,#FFFFFF,#333333
3,10,205,#FFFFFF,#333333
4,10,205,#FFFFFF,#333333
5,10,205,#FFFFFF,#333333
6,10,205,#FFFFFF,#333333
7,10,205,#FFFFFF,#333333
8,10,205,#FFFFFF,#333333
9,10,205,#FFFFFF,#333333
10,10,206,#FFFFFF,#333333
11,10,205,#FFFFFF,#333333
12,10,205,#FFFFFF,#333333
13,10,205,#FFFFFF,#333333
14,10,205,#FFFFFF,#333333
15,10,205,#FFFFFF,#333333
16,10,205,#FFFFFF,#333333
17,10,205,#FFFFFF,#333333
18,10,205,#FFFFFF,#333333
19,10,205,#FFFFFF,#333333
20,10,185,#FFFFFF,#333333
0,11,186,#FFFFFF,#333333
1,11,32,#000000,#000000
2,11,32,#000000,#000000
3,11,32,#000000,#000000
4,11,32,#000000,#000000
5,11,32,#000000,#000000
6,11,32,#000000,#000000
7,11,32,#000000,#000000
8,11,32,#000000,#000000
9,11,32,#000000,#000000
10,11,186,#FFFFFF,#333333
11,11,32,#000000,#000000
12,11,32,#000000,#000000
13,11,32,#000000,#000000
14,11,32,#000000,#000000
15,11,32,#000000,#000000
16,11,32,#000000,#000000
17,11,32,#000000,#000000
18,11,32,#000000,#000000
19,11,32,#000000,#000000
20,11,186,#FFFFFF,#333333
0,12,186,#FFFFFF,#333333
1,12,32,#000000,#000000
2,12,32,#000000,#000000
3,12,32,#000000,#000000
4,12,32,#000000,#000000
5,12,32,#000000,#000000
6,12,32,#000000,#000000
7,12,32,#000000,#000000
8,12,32,#000000,#000000
9,12,32,#000000,#000000
10,12,186,#FFFFFF,#333333
11,12,32,#000000,#000000
12,12,32,#000000,#000000
13,12,32,#000000,#000000
14,12,32,#000000,#000000
15,12,32,#000000,#000000
16,12,32,#000000,#000000
17,12,32,#000000,#000000
18,12,32,#000000,#000000
19,12,32,#000000,#000000
20,12,186,#FFFFFF,#333333
0,13,186,#FFFFFF,#333333
1,13,32,#000000,#000000
2,13,32,#000000,#000000
3,13,32,#000000,#000000
4,13,32,#000000,#000000
5,13,32,#000000,#000000
6,13,32,#000000,#000000
7,13,32,#000000,#000000
8,13,32,#000000,#000000
9,13,32,#000000,#000000
10,13,186,#FFFFFF,#333333
11,13,32,#000000,#000000
12,13,32,#000000,#000000
13,13,32,#000000,#000000
14,13,32,#000000,#000000
15,13,32,#000000,#000000
16,13,32,#000000,#000000
17,13,32,#000000,#000000
18,13,32,#000000,#000000
19,13,32,#000000,#000000
20,13,186,#FFFFFF,#333333
0,14,186,#FFFFFF,#333333
1,14,32,#000000,#000000
2,14,32,#000000,#000000
3,14,32,#000000,#000000
4,14,32,#000000,#000000
5,14,32,#000000,#000000
6,14,32,#000000,#000000
7,14,32,#000000,#000000
8,14,32,#000000,#000000
9,14,32,#000000,#000000
10,14,186,#FFFFFF,#333333
11,14,32,#000000,#000000
12,14,32,#000000,#000000
13,14,32,#000000,#000000
14,14,32,#000000,#000000
15,14,32,#000000,#000000
16,14,32,#000000,#000000
17,14,32,#000000,#000000
18,14,32,#000000,#000000
19,14,32,#000000,#000000
20,14,186,#FFFFFF,#333333
0,15,186,#FFFFFF,#333333
1,15,32,#000000,#000000
2,15,32,#000000,#000000
3,15,32,#000000,#000000
4,15,32,#000000,#000000
5,15,32,#000000,#000000
6,15,32,#000000,#000000
7,15,32,#000000,#000000
8,15,32,#000000,#000000
9,15,32,#000000,#000000
10,15,186,#FFFFFF,#333333
11,15,32,#000000,#000000
12,15,32,#000000,#000000
13,15,32,#000000,#000000
14,15,32,#000000,#000000
15,15,32,#000000,#000000
16,15,32,#000000,#000000
17,15,32,#000000,#000000
18,15,32,#000000,#000000
19,15,32,#000000,#000000
20,15,186,#FFFFFF,#333333
0,16,186,#FFFFFF,#333333
1,16,32,#000000,#000000
2,16,32,#000000,#000000
3,16,32,#000000,#000000
4,16,32,#000000,#000000
5,16,32,#000000,#000000
6,16,32,#000000,#000000
7,16,32,#000000,#000000
8,16,32,#000000,#000000
9,16,32,#000000,#000000
10,16,186,#FFFFFF,#333333
11,16,32,#000000,#000000
12,16,32,#000000,#000000
13,16,32,#000000,#000000
14,16,32,#000000,#000000
15,16,32,#000000,#000000
16,16,32,#000000,#000000
17,16,32,#000000,#000000
18,16,32,#000000,#000000
19,16,32,#000000,#000000
20,16,186,#FFFFFF,#333333
0,17,186,#FFFFFF,#333333
1,17,32,#000000,#000000
2,17,32,#000000,#000000
3,17,32,#000000,#000000
4,17,32,#000000,#000000
5,17,32,#000000,#000000
6,17,32,#000000,#000000
7,17,32,#000000,#000000
8,17,32,#000000,#000000
9,17,32,#000000,#000000
10,17,186,#FFFFFF,#333333
11,17,32,#000000,#000000
12,17,32,#000000,#000000
13,17,32,#000000,#000000
14,17,32,#000000,#000000
15,17,32,#000000,#000000
16,17,32,#000000,#000000
17,17,32,#000000,#000000
18,17,32,#000000,#000000
19,17,32,#000000,#000000
20,17,186,#FFFFFF,#333333
0,18,186,#FFFFFF,#333333
1,18,32,#000000,#000000
2,18,32,#000000,#000000
3,18,32,#000000,#000000
4,18,32,#000000,#000000
5,18,32,#000000,#000000
6,18,32,#000000,#000000
7,18,32,#000000,#000000
8,18,32,#000000,#000000
9,18,32,#000000,#000000
10,18,186,#FFFFFF,#333333
11,18,32,#000000,#000000
12,18,32,#000000,#000000
13,18,32,#000000,#000000
14,18,32,#000000,#000000
15,18,32,#000000,#000000
16,18,32,#000000,#000000
17,18,32,#000000,#000000
18,18,32,#000000,#000000
19,18,32,#000000,#000000
20,18,186,#FFFFFF,#333333
0,19,186,#FFFFFF,#333333
1,19,32,#000000,#000000
2,19,32,#000000,#000000
3,19,32,#000000,#000000
4,19,32,#000000,#000000
5,19,32,#000000,#000000
6,19,32,#000000,#000000
7,19,32,#000000,#000000
8,19,32,#000000,#000000
9,19,32,#000000,#000000
10,19,186,#FFFFFF,#333333
11,19,32,#000000,#000000
12,19,32,#000000,#000000
13,19,32,#000000,#000000
14,19,32,#000000,#000000
15,19,32,#000000,#000000
16,19,32,#000000,#000000
17,19,32,#000000,#000000
18,19,32,#000000,#000000
19,19,115,#000000,#000000
20,19,186,#FFFFFF,#333333
0,20,200,#FFFFFF,#333333
1,20,205,#FFFFFF,#333333
2,20,205,#FFFFFF,#333333
3,20,205,#FFFFFF,#333333
4,20,205,#FFFFFF,#333333
5,20,205,#FFFFFF,#333333
6,20,205,#FFFFFF,#333333
7,20,205,#FFFFFF,#333333
8,20,205,#FFFFFF,#333333
9,20,205,#FFFFFF,#333333
10,20,202,#FFFFFF,#333333
11,20,205,#FFFFFF,#333333
12,20,205,#FFFFFF,#333333
13,20,205,#FFFFFF,#333333
14,20,205,#FFFFFF,#333333
15,20,205,#FFFFFF,#333333
16,20,205,#FFFFFF,#333333
17,20,205,#FFFFFF,#333333
18,20,205,#FFFFFF,#333333
19,20,205,#FFFFFF,#333333
20,20,188,#FFFFFF,#333333
